"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"Warning","2025-04-10 11:13:30","2025-04-10 11:19:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-10 11:07:54","2025-04-10 11:12:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 15m)","5m","No","","Application: CPU"
"Average","2025-04-10 11:07:29","2025-04-10 15:17:29","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","6 I:: Disk is overloaded (util > 92% for 15m)","4h 10m","No","","Application: Disk 6 I:"
"Disaster","2025-04-10 11:01:39","2025-04-10 11:02:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Average","2025-04-10 11:01:33","2025-04-10 14:03:33","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","10 O:: Disk is overloaded (util > 92% for 15m)","3h 2m","No","","Application: Disk 10 O:"
"Warning","2025-04-10 10:46:18","2025-04-10 13:37:17","RESOLVED","(NAP) Cisco UCS Manager vSAN B","sys/rack-unit-6/board/cpu-2/env-stats: Temperature is above warning threshold: >50","2h 50m 59s","No","","Application: Temperature"
"Disaster","2025-04-10 10:44:42","2025-04-10 10:45:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 10:44:39","2025-04-10 10:45:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-10 10:43:30","2025-04-10 10:46:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/1()"
"Disaster","2025-04-10 10:37:39","2025-04-10 11:07:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_udi_uat_app-udi-back_5311 is not available in some capacity: red (3)","29m 59s","No","Actions (2)","Application: Pool status"
"Warning","2025-04-10 10:34:56","2025-04-10 11:01:57","RESOLVED","(NAP) N3K - A","Interface Vlan222(): High bandwidth usage ( > 90% )","27m 1s","No","","Application: Interface Vlan222()"
"Warning","2025-04-10 10:34:30","2025-04-10 10:40:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/0()"
"Average","2025-04-10 10:33:40","2025-04-10 10:35:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","2m","No","","Application: Disk 1 D:"
"Warning","2025-04-10 10:28:57","2025-04-10 10:31:56","RESOLVED","(NAP) N3K - A","Interface Vlan222(): High bandwidth usage ( > 90% )","2m 59s","No","","Application: Interface Vlan222()"
"Warning","2025-04-10 10:22:56","2025-04-10 10:25:57","RESOLVED","(NAP) N3K - A","Interface Vlan222(): High bandwidth usage ( > 90% )","3m 1s","No","","Application: Interface Vlan222()"
"Disaster","2025-04-10 10:22:41","2025-04-10 11:07:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_udi_uat_app-udi-back_5311 is not available in some capacity: red (3)","45m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 10:18:41","2025-04-10 10:19:40","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 10:18:38","2025-04-10 10:19:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Average","2025-04-10 10:16:44","2025-04-10 10:38:44","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","6 J:: Disk read request responses are too high (read > 0.02s for 15m","22m","No","","Application: Disk 6 J:"
"Average","2025-04-10 10:16:41","2025-04-10 10:38:41","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","3 G:: Disk read request responses are too high (read > 0.02s for 15m","22m","No","","Application: Disk 3 G:"
"Average","2025-04-10 10:15:40","2025-04-10 10:18:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","3m","No","","Application: Disk 1 D:"
"Average","2025-04-10 10:15:20","2025-04-10 10:40:20","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","6 J:: Disk is overloaded (util > 92% for 15m)","25m","No","","Application: Disk 6 J:"
"Average","2025-04-10 10:15:17","2025-04-10 10:40:17","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","3 G:: Disk is overloaded (util > 92% for 15m)","25m","No","","Application: Disk 3 G:"
"Disaster","2025-04-10 10:14:40","2025-04-10 10:36:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_udi_uat_app-udi-back_5311 is not available in some capacity: red (3)","21m 58s","No","Actions (2)","Application: Pool status"
"High","2025-04-10 10:13:41","2025-04-10 13:59:41","RESOLVED","(CTEC) SERVIDOR HEPPBIODS01","High Memory Utilization ( >90% for 10m)","3h 46m","No","Actions (2)","Application: Memory"
"Information","2025-04-10 10:13:35","2025-04-10 11:03:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","50m","No","","Application: General"
"Warning","2025-04-10 10:13:30","2025-04-10 10:19:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/1()"
"Disaster","2025-04-10 10:10:39","2025-04-10 12:15:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hep_uat_app-univ-back_5314 is not available in some capacity: red (3)","2h 5m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 10:08:45","2025-04-10 11:57:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hep_uat_app-upc-back_5313 is not available in some capacity: red (3)","1h 48m 53s","No","Actions (2)","Application: Pool status"
"Average","2025-04-10 10:06:29","2025-04-10 10:40:29","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","6 I:: Disk is overloaded (util > 92% for 15m)","34m","No","","Application: Disk 6 I:"
"Disaster","2025-04-10 10:05:40","2025-04-10 10:13:41","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_udi_uat_app-udi-back_5311 is not available in some capacity: red (3)","8m 1s","No","Actions (2)","Application: Pool status"
"Warning","2025-04-10 10:04:30","2025-04-10 10:10:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-10 10:04:30","2025-04-10 10:10:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/1()"
"Information","2025-04-10 10:03:35","2025-04-10 10:08:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","5m","No","","Application: General"
"Information","2025-04-10 09:58:35","2025-04-10 09:58:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","0","No","","Application: General"
"Disaster","2025-04-10 09:49:41","2025-04-10 11:00:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_usm_uat_app-usam-back_5311 is not available in some capacity: red (3)","1h 11m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 09:41:41","2025-04-10 09:42:40","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 09:41:38","2025-04-10 09:42:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-10 09:15:29","2025-04-10 12:05:29","RESOLVED","Zabbix Server Ilumno","Zabbix server: More than 100 items having missing data for more than 10 minutes","2h 50m","No","","Application: Zabbix server"
"Disaster","2025-04-10 09:05:41","2025-04-10 09:06:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_umad_5011 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 09:05:41","2025-04-10 09:06:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_univa_5011 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 09:05:39","2025-04-10 09:06:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_ucuc_5011 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 09:05:39","2025-04-10 09:06:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_univa_5011 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 09:05:39","2025-04-10 09:06:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_umad_5011 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 08:54:41","2025-04-10 08:55:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_piloto_5011 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 08:54:38","2025-04-10 08:55:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_piloto_5011 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Information","2025-04-10 08:53:35","2025-04-10 09:48:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","55m","No","","Application: General"
"Disaster","2025-04-10 08:52:40","2025-04-10 08:53:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m 1s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 08:52:38","2025-04-10 08:53:40","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m 2s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 08:47:40","2025-04-10 10:04:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_udi_uat_app-udi-back_5311 is not available in some capacity: red (3)","1h 16m 59s","No","Actions (2)","Application: Pool status"
"Information","2025-04-10 08:43:35","2025-04-10 08:48:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","5m","No","","Application: General"
"Warning","2025-04-10 08:40:17","2025-04-10 12:28:17","RESOLVED","(NAP) Cisco UCS Manager vSAN B","sys/rack-unit-3/board/cpu-2/env-stats: Temperature is above warning threshold: >50","3h 48m","No","","Application: Temperature"
"Warning","2025-04-10 08:34:30","2025-04-10 08:43:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","9m","No","","Application: Interface Internal-Data0/1()"
"Information","2025-04-10 08:33:35","2025-04-10 08:38:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","5m","No","","Application: General"
"Information","2025-04-10 08:23:35","2025-04-10 08:28:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","5m","No","","Application: General"
"Average","2025-04-10 08:17:29","2025-04-10 09:50:29","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","6 I:: Disk is overloaded (util > 92% for 15m)","1h 33m","No","","Application: Disk 6 I:"
"Warning","2025-04-10 08:16:56","2025-04-10 10:19:56","RESOLVED","(NAP) N3K - A","Interface Vlan222(): High bandwidth usage ( > 90% )","2h 3m","No","","Application: Interface Vlan222()"
"High","2025-04-10 08:15:33","2025-04-10 08:38:33","RESOLVED","(CTEC) SERVIDOR  COP-EWORK","High Memory Utilization ( >90% for 10m)","23m","No","Actions (2)","Application: Memory"
"Warning","2025-04-10 08:13:30","2025-04-10 08:19:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-10 08:10:57","2025-04-10 08:13:56","RESOLVED","(NAP) N3K - A","Interface Vlan222(): High bandwidth usage ( > 90% )","2m 59s","No","","Application: Interface Vlan222()"
"Average","2025-04-10 08:08:33","2025-04-10 08:27:33","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","10 O:: Disk is overloaded (util > 92% for 15m)","19m","No","","Application: Disk 10 O:"
"Disaster","2025-04-10 08:06:39","2025-04-10 08:46:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_udi_uat_app-udi-back_5311 is not available in some capacity: red (3)","39m 59s","No","Actions (2)","Application: Pool status"
"Warning","2025-04-10 07:58:10","2025-04-10 08:03:10","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPSQL01","The Memory Pages/sec is too high (over 1000 for 5m)","5m","No","","Application: Memory"
"Disaster","2025-04-10 07:37:41","2025-04-10 11:06:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hep_uat_app-cuc-back_5311 is not available in some capacity: red (3)","3h 29m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 07:36:41","2025-04-10 07:37:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 07:36:39","2025-04-10 07:37:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Warning","2025-04-10 07:34:30","2025-04-10 07:37:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/1()"
"Information","2025-04-10 07:28:35","2025-04-10 08:18:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","50m","No","","Application: General"
"Average","2025-04-10 07:15:40","2025-04-10 07:16:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","1m","No","","Application: Disk 1 D:"
"Disaster","2025-04-10 07:14:41","2025-04-10 07:15:40","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 07:14:38","2025-04-10 07:15:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-10 07:13:30","2025-04-10 07:19:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/1()"
"High","2025-04-10 07:11:41","2025-04-10 10:00:41","RESOLVED","(CTEC) SERVIDOR HEPPBIODS01","High Memory Utilization ( >90% for 10m)","2h 49m","No","Actions (2)","Application: Memory"
"High","2025-04-10 07:08:55","2025-04-10 07:21:55","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","High Memory Utilization ( >90% for 10m)","13m","No","Actions (2)","Application: Memory"
"Disaster","2025-04-10 07:08:42","2025-04-10 07:09:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","56s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 07:08:41","2025-04-10 07:09:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-10 07:04:30","2025-04-10 07:07:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/1()"
"Information","2025-04-10 07:03:35","2025-04-10 07:18:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","15m","No","","Application: General"
"Disaster","2025-04-10 07:03:04","2025-04-10 07:22:10","RESOLVED","(CTEC) LMS API ILUMNO BALANCEADO","CTEC - LMS API ILUMNO BALANCEADO is not working","19m 6s","No","Actions (2)",""
"High","2025-04-10 06:57:49","2025-04-10 06:59:49","RESOLVED","(CTEC) SERVIDOR KCP-WSO2APIINT2","TCP Port 8244 LMS PORT is not avalaible","2m","No","","Application: Listening Ports"
"Disaster","2025-04-10 06:57:41","2025-04-10 06:58:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-10 06:57:38","2025-04-10 06:58:40","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m 2s","No","Actions (2)","Application: Pool status"
"High","2025-04-10 06:57:07","2025-04-10 07:00:07","RESOLVED","(CTEC) SERVIDOR C3P-WSO2APIINT1","TCP Port 8244 LMS PORT is not avalaible","3m","No","","Application: Listening Ports"
"Disaster","2025-04-10 06:54:47","2025-04-10 06:56:47","RESOLVED","(CTEC) SERVIDOR KCP-WSO2APIINT2","TCP Port 9444 APIM PORT is not avalaible","2m","No","Actions (4)","Application: Listening Ports"
"Average","2025-04-10 06:54:41","2025-04-10 06:57:41","RESOLVED","(CTEC) ILUPLB02","Virtual server /Common/vip_ILU_all_ilumno_com_443 is not available in some capacity: red (3)","3m","No","","Application: Virtual server status"
"Disaster","2025-04-10 06:54:41","2025-04-10 06:57:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_ILU_APIINT is not available in some capacity: red (3)","3m","No","Actions (2)","Application: Pool status"
"Average","2025-04-10 06:54:41","2025-04-10 06:57:41","RESOLVED","(CTEC) ILUPLB02","Virtual server /Common/vip_ILU_all_ilumno_com is not available in some capacity: red (3)","3m","No","","Application: Virtual server status"
"Average","2025-04-10 06:54:39","2025-04-10 06:57:38","RESOLVED","(CTEC) ILUPLB01","Virtual server /Common/vip_ILU_all_ilumno_com_443 is not available in some capacity: red (3)","2m 59s","No","","Application: Virtual server status"
"Disaster","2025-04-10 06:54:38","2025-04-10 06:57:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_ILU_APIINT is not available in some capacity: red (3)","3m 1s","No","Actions (2)","Application: Pool status"
